CHR Start End Gene TenThousandStart TenThousandEnd
11 4726157 5013659 MMP26 4716157 5023659
11 65292548 65306175 SCYL1 65282548 65316175
11 4790209 4791168 OR51F1 4780209 4801168
11 4824663 4825847 OR52R1 4814663 4835847
11 837356 842545 POLR2L 827356 852545
11 4842551 4843686 OR51F2 4832551 4853686
11 4869427 4870514 OR51S1 4859427 4880514
11 4880886 4881794 OR51H1P 4870886 4891794
11 4903049 4904113 OR51T1 4893049 4914113
11 4928600 4929538 OR51A7 4918600 4939538
11 4935900 4936922 OR51G2 4925900 4946922
11 4944531 4945637 OR51G1 4934531 4955637
11 66610306 66614017 RCE1 66600306 66624017
11 60681346 60690915 TMEM109 60671346 60700915
11 842808 867116 TSPAN4 832808 877116
11 4967355 4968356 OR51A4 4957355 4978356
11 4976002 4976943 OR51A2 4966002 4986943
11 5020213 5021160 OR51L1 5010213 5031160
11 5067756 5068691 OR52J3 5057756 5078691
11 5079880 5080857 OR52E2 5069880 5090857
11 5152922 5153872 OR52A5 5142922 5163872
11 60691935 60704631 TMEM132A 60681935 60714631
11 5172239 5207612 OR52A1 5162239 5217612
11 111652919 111742305 ALG9 111642919 111752305
11 5220965 5221930 OR51V1 5210965 5231930
11 5246694 5250625 HBB 5236694 5260625
11 66615704 66725847 PC 66605704 66735847
11 2397407 2418649 CD81 2387407 2428649
11 12695969 12966298 TEAD1 12685969 12976298
11 5253908 5256600 HBD 5243908 5266600
11 65306276 65326401 LTBP3 65296276 65336401
11 60704556 60720002 SLC15A3 60694556 60730002
11 5269313 5271122 HBG1 5259313 5281122
11 111744780 111751967 FDXACB1 111734780 111761967
11 13298199 13408813 ARNTL 13288199 13418813
11 66624118 66627946 LRFN4 66614118 66637946
11 5274420 5667019 HBG2 5264420 5677019
11 66774249 66818334 SYT12 66764249 66828334
11 60739115 60787849 CD6 60729115 60797849
11 867357 915058 CHID1 857357 925058
11 111749659 111756699 C11orf1 111739659 111766699
11 5289582 5526847 HBE1 5279582 5536847
11 111779289 111794446 CRYAB 111769289 111804446
11 5322244 5323226 OR51B4 5312244 5333226
11 65337901 65341413 SSSCA1 65327901 65351413
11 5344541 5345582 OR51B2 5334541 5355582
11 5363744 5364809 OR51B5 5353744 5374809
11 5372738 5373676 OR51B6 5362738 5383676
11 65339820 65341669 FAM89B 65329820 65351669
11 111782966 111789574 HSPB2 111772966 111799574
11 111783460 111797595 HSPB2-C11orf52 111773460 111807595
11 5410607 5411664 OR51M1 5400607 5421664
11 5423827 5424777 OR51J1 5413827 5434777
11 5443341 5444436 OR51Q1 5433341 5454436
11 5461800 5462744 OR51I1 5451800 5472744
11 5474638 5475707 OR51I2 5464638 5485707
11 5509915 5510979 OR52D1 5499915 5520979
11 5528530 5531215 UBQLN3 5518530 5541215
11 65343509 65360121 EHBP1L1 65333509 65370121
11 5535623 5537935 UBQLNL 5525623 5547935
11 5565719 5566779 OR52H1 5555719 5576779
11 5602107 5603114 OR52B6 5592107 5613114
11 66824289 66839484 RHOD 66814289 66849484
11 13409548 13484844 BTBD10 13399548 13494844
11 5617339 5634188 TRIM6 5607339 5644188
11 111797868 111893308 DIXDC1 111787868 111903308
11 60869867 60895324 CD5 60859867 60905324
11 2425745 2444275 TRPM5 2415745 2454275
11 66886740 67025558 KDM2A 66876740 67035558
11 60897728 60929089 VPS37C 60887728 60939089
11 13513602 13517728 PTH 13503602 13527728
11 60970779 60980570 PGA3 60960779 60990570
11 13690217 13753893 FAR1 13680217 13763893
11 111895538 111935114 DLAT 111885538 111945114
11 67033881 67054027 ADRBK1 67023881 67064027
11 2465914 2870339 KCNQ1 2455914 2880339
11 5617955 5665628 TRIM6-TRIM34 5607955 5675628
11 60989688 61018929 PGA4 60979688 61028929
11 5640994 5665628 TRIM34 5630994 5675628
11 14299472 14386052 RRAS2 14289472 14396052
11 924894 1012239 AP2A2 914894 1022239
11 5684425 5959849 TRIM5 5674425 5969849
11 2904443 2907111 CDKN1C 2894443 2917111
11 111955524 111957522 TIMM8B 111945524 111967522
11 61008514 61018920 PGA5 60998514 61028920
11 2909010 2924970 SLC22A18AS 2899010 2934970
11 111957497 111990353 SDHD 111947497 112000353
11 111957627 112064528 SDHD 111947627 112074528
11 2920951 2946476 SLC22A18 2910951 2956476
11 5710919 5758319 TRIM22 5700919 5768319
11 14464986 14521573 COPB1 14454986 14531573
11 61025762 61062896 VWCE 61015762 61072896
11 1012821 1036706 MUC6 1002821 1046706
11 14515329 14665181 PSMA1 14505329 14675181
11 67056018 67069956 ANKRD13D 67046018 67079956
11 5757681 5758768 OR56B1 5747681 5768768
11 5775923 5776959 OR52N4 5765923 5786959
11 5798864 5799897 OR52N5 5788864 5809897
11 5809084 5810046 OR52N1 5799084 5820046
11 5841544 5842578 OR52N2 5831544 5852578
11 5862158 5863182 OR52E6 5852158 5873182
11 5877904 5878964 OR52E8 5867904 5888964
11 112013974 112034840 IL18 112003974 112044840
11 5905501 5906527 OR52E4 5895501 5916527
11 5968570 5969591 OR56A3 5958570 5979591
11 112038095 112043282 TEX12 112028095 112053282
11 67070919 67080078 SSH3 67060919 67090078
11 1074875 1104419 MUC2 1064875 1114419
11 6007122 6008215 OR52L1 5997122 6018215
11 6023216 6024424 OR56A4 6013216 6034424
11 6047901 6048971 OR56A1 6037901 6058971
11 6128914 6130065 OR56B4 6118914 6140065
11 6149840 6150706 OR56B3P 6139840 6160706
11 6173006 6173818 OR52B1P 6163006 6183818
11 112046190 112095422 BCO2 112036190 112105422
11 6190560 6191638 OR52B2 6180560 6201638
11 6220376 6221489 OR52W1 6210376 6231489
11 67118248 67124443 POLD4 67108248 67134443
11 6232565 6255941 FAM160A2 6222565 6265941
11 67131639 67141648 CLCF1 67121639 67151648
11 61066923 61110068 DDB1 61056923 61120068
11 112097088 112140678 PTS 112087088 112150678
11 67159176 67165881 RAD9A 67149176 67175881
11 112118876 112131583 PLET1 112108876 112141583
11 6255995 6265659 CNGA4 6245995 6275659
11 6280966 6293357 CCKBR 6270966 6303357
11 112831997 113149158 NCAM1 112821997 113159158
11 14515329 14541890 PSMA1 14505329 14551890
11 6340176 6341877 PRKCDBP 6330176 6351877
11 14665269 14892350 PDE3B 14655269 14902350
11 67165654 67188654 PPP1CA 67155654 67198654
11 14899553 14913798 CYP2R1 14889553 14923798
11 14926543 15103888 CALCB 14916543 15113888
11 6411655 6416228 SMPD1 6401655 6426228
11 14988214 14993900 CALCA 14978214 15003900
11 67171386 67177560 TBC1D10C 67161386 67187560
11 15133970 15268754 INSC 15123970 15278754
11 61100682 61120767 DAK 61090682 61130767
11 67182439 67193078 CARNS1 67172439 67203078
11 6416355 6440644 APBB1 6406355 6450644
11 67195931 67202872 RPS6KB2 67185931 67212872
11 113185251 113254266 TTC12 113175251 113264266
11 15987995 16761138 SOX6 15977995 16771138
11 61116217 61129771 CYB561A3 61106217 61139771
11 16634679 16778428 C11orf58 16624679 16788428
11 61129473 61136981 TMEM138 61119473 61146981
11 67202981 67205538 PTPRCAP 67192981 67215538
11 67205519 67211292 CORO1B 67195519 67221292
11 6452279 6463847 HPX 6442279 6473847
11 61159159 61166335 TMEM216 61149159 61176335
11 16799842 17035990 PLEKHA7 16789842 17045990
11 67218772 67220200 GPR152 67208772 67230200
11 67219877 67226699 CABP4 67209877 67236699
11 61170121 61197503 CPSF7 61160121 61207503
11 67231824 67236743 TMEM134 67221824 67246743
11 113258513 113271140 ANKK1 113248513 113281140
11 6469843 6495689 TRIM3 6459843 6505689
11 17095936 17099334 RPS13 17085936 17109334
11 113280318 113346413 DRD2 113270318 113356413
11 17099277 17229530 PIK3C2A 17089277 17239530
11 67250512 67258574 AIP 67240512 67268574
11 113558272 113577095 TMPRSS5 113548272 113587095
11 6496910 6502666 ARFIP2 6486910 6512666
11 67259239 67273734 PITPNM1 67249239 67283734
11 61196692 61253294 RP11-286N22.8 61186692 61263294
11 113603909 113644533 ZW10 113593909 113654533
11 61197514 61215001 SDHAF2 61187514 61225001
11 17229700 17371521 NUCB2 17219700 17381521
11 113650469 113651222 CLDN25 113640469 113661222
11 6502677 6505909 TIMM10B 6492677 6515909
11 113668596 113746292 USP28 113658596 113756292
11 61248592 61258403 PPP1R32 61238592 61268403
11 6502715 6530208 TIMM10B 6492715 6540208
11 61276272 61278482 LRRC10B 61266272 61288482
11 17373273 17398888 NCR3LG1 17363273 17408888
11 6518490 6614988 DNHD1 6508490 6624988
11 61282785 61348620 SYT7 61272785 61358620
11 17407406 17410878 KCNJ11 17397406 17420878
11 61447905 61514473 DAGLA 61437905 61524473
11 17414432 17498449 ABCC8 17404432 17508449
11 61520114 61555990 MYRF 61510114 61565990
11 6616305 6624850 RRP8 6606305 6634850
11 6624961 6632102 ILK 6614961 6642102
11 113775399 113817287 HTR3B 113765399 113827287
11 113845603 113861035 HTR3A 113835603 113871035
11 61535973 61560274 TMEM258 61525973 61570274
11 61560109 61564716 FEN1 61550109 61574716
11 17515442 17565963 USH1C 17505442 17575963
11 61560452 61634826 FADS2 61550452 61644826
11 67286383 67290899 CABP2 67276383 67300899
11 67351066 67354131 GSTP1 67341066 67364131
11 6627526 6633898 TAF10 6617526 6643898
11 6634000 6640692 TPP1 6624000 6650692
11 67374323 67380006 NDUFV1 67364323 67390006
11 113930315 114121398 ZBTB16 113920315 114131398
11 114128509 114184007 NNMT 114118509 114194007
11 114270752 114284925 RBM7 114260752 114294925
11 61567099 61596790 FADS1 61557099 61606790
11 67395409 67397401 NUDT8 67385409 67407401
11 67398774 67407031 TBX10 67388774 67417031
11 67410026 67418130 ACY3 67400026 67428130
11 17568920 17668697 OTOG 17558920 17678697
11 114271404 114314654 RP11-212D19.4 114261404 114324654
11 67429633 67448671 ALDH3B2 67419633 67458671
11 114310108 114321001 REXO2 114300108 114331001
11 67758575 67772452 UNC93B1 67748575 67782452
11 6642556 6677085 DCHS1 6632556 6687085
11 17741115 17743678 MYOD1 17731115 17753678
11 6702013 6704632 MRPL17 6692013 6714632
11 61640991 61659523 FADS3 61630991 61669523
11 17756359 17804602 KCNC1 17746359 17814602
11 6789218 6790286 OR2AG2 6779218 6800286
11 6806248 6807245 OR2AG1 6796248 6817245
11 6815756 6817128 OR6A2 6805756 6827128
11 6866883 6867936 OR10A5 6856883 6877936
11 6890924 6891976 OR10A2 6880924 6901976
11 17809595 18034709 SERGEF 17799595 18044709
11 114392437 114430617 NXPE1 114382437 114440617
11 6897856 6898850 OR10A4 6887856 6908850
11 6912721 6913830 OR2D2 6902721 6923830
11 6942205 6943264 OR2D3 6932205 6953264
11 114441313 114466484 NXPE4 114431313 114476484
11 6947635 7005863 ZNF215 6937635 7015863
11 114549108 114579362 NXPE2 114539108 114589362
11 7020549 7041599 ZNF214 7010549 7051599
11 7041677 7092539 NLRP14 7031677 7102539
11 67798084 67804111 NDUFS8 67788084 67814111
11 115039938 115375675 CADM1 115029938 115385675
11 61664773 61687741 RAB3IL1 61654773 61697741
11 7110165 7112379 RBMXL2 7100165 7122379
11 7260009 7490273 SYT9 7250009 7500273
11 67806483 67818362 TCIRG1 67796483 67828362
11 61717293 61732987 BEST1 61707293 61742987
11 18039111 18063973 TPH1 18029111 18073973
11 7506619 7532608 OLFML1 7496619 7542608
11 18091482 18127638 SAAL1 18081482 18137638
11 116618886 116643704 BUD13 116608886 116653704
11 7534529 7678358 PPFIBP2 7524529 7688358
11 61727190 61735132 FTH1 61717190 61745132
11 116648436 116658766 ZNF259 116638436 116668766
11 18142502 18160027 MRGPRX3 18132502 18170027
11 18194384 18195827 MRGPRX4 18184384 18205827
11 18230685 18236109 RP11-113D6.10 18220685 18246109
11 18252896 18258440 SAA4 18242896 18268440
11 18260770 18270190 SAA2 18250770 18280190
11 61891445 61920635 INCENP 61881445 61930635
11 18287721 18291524 SAA1 18277721 18301524
11 67820326 67888911 CHKA 67810326 67898911
11 61957688 61961011 SCGB1D1 61947688 61971011
11 61976140 61981408 SCGB2A1 61966140 61991408
11 62009682 62012280 SCGB1D2 61999682 62022280
11 62037627 62040628 SCGB2A2 62027627 62050628
11 67922330 67981295 SUV420H1 67912330 67991295
11 62063754 62066536 SCGB1D4 62053754 62076536
11 7686331 7698453 CYB5R2 7676331 7708453
11 62104920 62160882 ASRGL1 62094920 62170882
11 68028803 68039469 C11orf24 68018803 68049469
11 18300223 18343745 HPS5 18290223 18353745
11 68080077 68216743 LRP5 68070077 68226743
11 7710669 7727968 OVCH2 7700669 7737968
11 116660083 116663136 APOA5 116650083 116673136
11 62172575 62190667 SCGB1A1 62162575 62200667
11 116691419 116694022 APOA4 116681419 116704022
11 116700422 116703788 APOC3 116690422 116713788
11 62201016 62323707 AHNAK 62191016 62333707
11 116706467 116708666 APOA1 116696467 116718666
11 7817452 7818520 OR5P2 7807452 7828520
11 7846584 7847519 OR5P3 7836584 7857519
11 7949180 7950209 OR10A6 7939180 7960209
11 7960081 7961141 OR10A3 7950081 7971141
11 7980971 7986973 NLRP10 7970971 7996973
11 7991798 8023409 EIF3F 7981798 8033409
11 8040791 8127659 TUB 8030791 8137659
11 62327073 62342401 EEF1G 62317073 62352401
11 116714118 116969153 SIK3 116704118 116979153
11 18343842 18388591 GTF2H1 18333842 18398591
11 68228186 68382802 PPP6R3 68218186 68392802
11 62327075 62359003 MIR3654 62317075 62369003
11 8127597 8190602 RIC3 8117597 8200602
11 18415935 18429972 LDHA 18405935 18439972
11 62342517 62359649 TUT1 62332517 62369649
11 8245851 8290263 LMO1 8235851 8300263
11 62360686 62369312 MTA2 62350686 62379312
11 8413418 8615836 STK33 8403418 8625836
11 117014983 117047610 PAFAH1B2 117004983 117057610
11 117049449 117068160 SIDT2 117039449 117078160
11 8633584 8693413 TRIM66 8623584 8703413
11 62369690 62380237 EML3 62359690 62390237
11 8703958 8736306 RPL27A 8693958 8746306
11 68451247 68458643 GAL 68441247 68468643
11 18433854 18473605 LDHC 18423854 18483605
11 117070037 117075498 TAGLN 117060037 117085498
11 62379194 62382592 ROM1 62369194 62392592
11 18477371 18501147 LDHAL6A 18467371 18511147
11 68474908 68519032 MTL5 68464908 68529032
11 62382768 62389647 B3GAT3 62372768 62399647
11 18489883 18548779 TSG101 18479883 18558779
11 68522088 68611878 CPT1A 68512088 68621878
11 68658744 68671303 MRPL21 68648744 68681303
11 62392298 62414104 GANAB 62382298 62424104
11 117075053 117103241 PCSK7 117065053 117113241
11 8714898 8932498 ST5 8704898 8942498
11 117103341 117157161 RNF214 117093341 117167161
11 68671310 68708070 IGHMBP2 68661310 68718070
11 68747490 68748455 MRGPRD 68737490 68758455
11 68771863 68780877 MRGPRF 68761863 68790877
11 68816365 68858072 TPCN2 68806365 68868072
11 18551156 18610294 UEVLD 18541156 18620294
11 62414320 62420774 INTS5 62404320 62430774
11 18627948 18656338 SPTY2D1 18617948 18666338
11 69455855 69469242 CCND1 69445855 69479242
11 18714669 18726332 TMEM86A 18704669 18736332
11 18725852 18747777 IGSF22 18715852 18757777
11 117156402 117186975 BACE1 117146402 117196975
11 62432781 62435968 METTL12 62422781 62445968
11 8932686 8941631 AKIP1 8922686 8951631
11 69467844 69490184 ORAOV1 69457844 69500184
11 62437745 62441159 C11orf83 62427745 62451159
11 62443970 62446567 UBXN1 62433970 62456567
11 18749475 18814268 PTPN5 18739475 18824268
11 8959119 8964580 ASCL3 8949119 8974580
11 69513000 69519410 FGF19 69503000 69529410
11 69587254 69587718 AP001888.1 69577254 69597718
11 69587797 69590171 FGF4 69577797 69600171
11 62453874 62457371 LRRN4CL 62443874 62467371
11 69624992 69633792 FGF3 69614992 69643792
11 62457747 62494856 HNRNPUL2-BSCL2 62447747 62504856
11 18955360 18961054 MRGPRX1 18945360 18971054
11 19076002 19082228 MRGPRX2 19066002 19092228
11 69924408 70035634 ANO1 69914408 70045634
11 19138646 19197969 ZDHHC13 19128646 19207969
11 62457747 62477317 BSCL2 62447747 62487317
11 117185273 117283984 CEP164 117175273 117293984
11 19203578 19232120 CSRP3 19193578 19242120
11 117298489 117688240 DSCAML1 117288489 117698240
11 70049269 70053496 FADD 70039269 70063496
11 19245610 19263167 E2F8 19235610 19273167
11 70116806 70230509 PPFIA1 70106806 70240509
11 62475130 62476673 GNG3 62465130 62486673
11 62480102 62494821 HNRNPUL2 62470102 62504821
11 62495541 62507765 TTC9C 62485541 62517765
11 117671559 117699413 FXYD2 117661559 117709413
11 62515791 62521660 ZBTB3 62505791 62531660
11 62529016 62534182 POLR2G 62519016 62544182
11 62538775 62554814 TAF6L 62528775 62564814
11 62539101 62559493 TMEM223 62529101 62569493
11 62554887 62557877 TMEM179B 62544887 62567877
11 117690878 117747382 FXYD6-FXYD2 117680878 117757382
11 62559595 62573774 NXF1 62549595 62583774
11 117707693 117748201 FXYD6 117697693 117758201
11 70244510 70282690 CTTN 70234510 70292690
11 19372271 20143144 NAV2 19362271 20153144
11 117771358 117800174 TMPRSS13 117761358 117810174
11 62574369 62599560 STX5 62564369 62609560
11 117857063 117872196 IL10RA 117847063 117882196
11 70313961 70963623 SHANK2 70303961 70973623
11 62599814 62609281 WDR74 62589814 62619281
11 117947753 117992605 TMPRSS4 117937753 118002605
11 62623518 62656352 SLC3A2 62613518 62666352
11 71139239 71163914 DHCR7 71129239 71173914
11 20177701 20182159 DBX1 20167701 20192159
11 20385231 20405329 HTATIP2 20375231 20415329
11 118004092 118023603 SCN4B 117994092 118033603
11 71164155 71235153 NADSYN1 71154155 71245153
11 62676151 62689279 CHRM1 62666151 62699279
11 118032666 118047388 SCN2B 118022666 118057388
11 62703857 62752455 SLC22A6 62693857 62762455
11 20409076 20530840 PRMT3 20399076 20540840
11 118064455 118095809 AMICA1 118054455 118105809
11 20620946 20680831 SLC6A5 20610946 20690831
11 62756626 62783311 SLC22A8 62746626 62793311
11 118097409 118123065 MPZL3 118087409 118133065
11 71238313 71239210 KRTAP5-7 71228313 71249210
11 71249071 71250253 KRTAP5-8 71239071 71260253
11 71259466 71260653 KRTAP5-9 71249466 71270653
11 71276609 71279980 KRTAP5-10 71266609 71289980
11 71292901 71314399 KRTAP5-11 71282901 71324399
11 62847412 62911693 SLC22A24 62837412 62921693
11 20691117 21597227 NELL1 20681117 21607227
11 62905339 63137190 SLC22A10 62895339 63147190
11 71544246 71548756 DEFB108B 71534246 71558756
11 118124118 118135251 MPZL2 118114118 118145251
11 71576555 71639700 RP11-849H4.2 71566555 71649700
11 118175260 118186890 CD3E 118165260 118196890
11 71639747 71708643 RNF121 71629747 71718643
11 22214722 22304903 ANO5 22204722 22314903
11 118209669 118213459 CD3D 118199669 118223459
11 22359643 22401049 SLC17A6 22349643 22411049
11 118215059 118225876 CD3G 118205059 118235876
11 22644079 22647387 FANCF 22634079 22657387
11 22647188 22834601 GAS2 22637188 22844601
11 118230300 118269926 UBE4A 118220300 118279926
11 71709587 71716761 IL18BP 71699587 71726761
11 22835345 22851845 SVIP 22825345 22861845
11 24518516 25104150 LUZP2 24508516 25114150
11 118271869 118302211 ATP5L 118261869 118312211
11 71713910 71791739 NUMA1 71703910 71801739
11 118307205 118397539 KMT2A 118297205 118407539
11 26210829 26684835 ANO3 26200829 26694835
11 26580580 26593780 MUC15 26570580 26603780
11 26688566 26744974 SLC5A12 26678566 26754974
11 27015628 27018630 FIBIN 27005628 27028630
11 27062272 27149356 BBOX1 27052272 27159356
11 118398187 118401912 TTC36 118388187 118411912
11 27387508 27494322 LGR4 27377508 27504322
11 118401756 118417995 TMEM25 118391756 118427995
11 71791382 71821828 LRTOMT 71781382 71831828
11 27516123 27528320 LIN7C 27506123 27538320
11 27676440 27743605 BDNF 27666440 27753605
11 118415243 118443685 IFT46 118405243 118453685
11 28042167 28129855 KIF18A 28032167 28139855
11 71796941 71814433 LAMTOR1 71786941 71824433
11 28129795 28355054 METTL15 28119795 28365054
11 118443105 118473748 ARCN1 118433105 118483748
11 30031288 30038570 KCNA4 30021288 30048570
11 30252563 30256808 FSHB 30242563 30266808
11 71817424 71823826 ANAPC15 71807424 71833826
11 30344598 30359774 ARL14EP 30334598 30369774
11 30406040 30608419 MPPED2 30396040 30618419
11 30851916 31391357 DCDC1 30841916 31401357
11 118477155 118528741 PHLDB1 118467155 118538741
11 31391387 31453396 DNAJC24 31381387 31463396
11 71825915 71850936 FOLR3 71815915 71860936
11 31453948 31531192 IMMP1L 31443948 31541192
11 71900602 71907345 FOLR1 71890602 71917345
11 31531297 31805546 ELP4 31521297 31815546
11 71927645 71932994 FOLR2 71917645 71942994
11 71934745 71950149 INPPL1 71924745 71960149
11 31806340 31839509 PAX6 31796340 31849509
11 71950121 71956708 PHOX2A 71940121 71966708
11 118528026 118550399 TREH 118518026 118560399
11 72003469 72145692 CLPB 71993469 72155692
11 31833939 32127301 RCN1 31823939 32137301
11 32409321 32457176 WT1 32399321 32467176
11 118620034 118661858 DDX6 118610034 118671858
11 32605344 32627808 EIF3M 32595344 32637808
11 118754475 118768508 CXCR5 118744475 118778508
11 118764584 118796317 BCL9L 118754584 118806317
11 118795873 118829269 UPK2 118785873 118839269
11 118842417 118852001 FOXR1 118832417 118862001
11 32851489 32879669 PRRG4 32841489 32889669
11 118886422 118889401 RPS25 118876422 118899401
11 72287185 72385635 PDE2A 72277185 72395635
11 33037410 33055128 DEPDC7 33027410 33065128
11 118889142 118896164 TRAPPC4 118879142 118906164
11 33060963 33127489 TCP11L1 33050963 33137489
11 118914900 118927913 HYOU1 118904900 118937913
11 33098734 33183917 CSTF3 33088734 33193917
11 33278218 33378569 HIPK3 33268218 33388569
11 33563618 33695648 KIAA1549L 33553618 33705648
11 33719807 33757991 CD59 33709807 33767991
11 118955576 118964259 HMBS 118945576 118974259
11 72396114 72504644 ARAP1 72386114 72514644
11 33762485 33796089 FBXO3 33752485 33806089
11 33880122 33913836 LMO2 33870122 33923836
11 34073230 34122703 CAPRIN1 34063230 34132703
11 118964564 118966177 H2AFX 118954564 118976177
11 118967213 118979041 DPAGT1 118957213 118989041
11 34127149 34169217 NAT10 34117149 34179217
11 72465774 72504726 STARD10 72455774 72514726
11 118972908 118989252 C2CD2L 118962908 118999252
11 118992297 119006752 HINFP 118982297 119016752
11 119019722 119033360 ABCG4 119009722 119043360
11 72525353 72554719 ATG16L2 72515353 72564719
11 119037277 119054725 NLRX1 119027277 119064725
11 34172535 34379555 ABTB2 34162535 34389555
11 34460472 34493609 CAT 34450472 34503609
11 34500340 34535352 ELF5 34490340 34545352
11 72547790 72853306 FCHSD2 72537790 72863306
11 119056166 119060932 PDZD3 119046166 119070932
11 34642640 34682604 EHF 34632640 34692604
11 119060347 119067479 CCDC153 119050347 119077479
11 119076752 119178859 CBL 119066752 119188859
11 72929343 72947397 P2RY2 72919343 72957397
11 72975550 73009662 P2RY6 72965550 73019662
11 34874641 34938046 APIP 34864641 34948046
11 34937376 35042138 PDHX 34927376 35052138
11 73019334 73080136 ARHGEF17 73009334 73090136
11 73087309 73108519 RELT 73077309 73118519
11 119179241 119192231 MCAM 119169241 119202231
11 119205237 119208023 RNF26 119195237 119218023
11 119209652 119217383 C1QTNF5 119199652 119227383
11 119209652 119217383 MFRP 119199652 119227383
11 119209652 119217368 MFRP 119199652 119227368
11 73357223 73373864 PLEKHB1 73347223 73383864
11 119225925 119252436 USP2 119215925 119262436
11 35160417 35253949 CD44 35150417 35263949
11 73386683 73472182 RAB6A 73376683 73482182
11 119288090 119295695 THY1 119278090 119305695
11 119494120 119599794 PVRL1 119484120 119609794
11 73498361 73576178 MRPL48 73488361 73586178
11 119981983 120056237 TRIM29 119971983 120066237
11 35272753 35441610 SLC1A2 35262753 35451610
11 73583712 73588033 COA4 73573712 73598033
11 73587744 73638790 PAAF1 73577744 73648790
11 35453370 35551848 PAMR1 35443370 35561848
11 120107349 120190653 POU2F3 120097349 120200653
11 120195838 120204391 TMEM136 120185838 120214391
11 35639735 35642419 FJX1 35629735 35652419
11 35684353 35829775 TRIM44 35674353 35839775
11 73661364 73681411 DNAJB13 73651364 73691411
11 35965531 36253686 LDLRAD3 35955531 36263686
11 73685712 73694352 UCP2 73675712 73704352
11 120207787 120360645 ARHGEF12 120197787 120370645
11 36317838 36486754 PRR5L 36307838 36496754
11 73711326 73720480 UCP3 73701326 73730480
11 36508577 36531822 TRAF6 36498577 36541822
11 36532259 36614706 RAG1 36522259 36624706
11 73723763 73882255 C2CD3 73713763 73892255
11 36597124 36619829 RAG2 36587124 36629829
11 120382468 120859613 GRIK4 120372468 120869613
11 40135753 41481323 LRRC4C 40125753 41491323
11 43333513 43366079 API5 43323513 43376079
11 120894781 120961484 TBCEL 120884781 120971484
11 73882144 73965748 PPME1 73872144 73975748
11 120971882 121062202 TECTA 120961882 121072202
11 121163162 121179403 SC5D 121153162 121189403
11 73946846 74022702 P4HA3 73936846 74032702
11 43380482 43516483 TTC17 43370482 43526483
11 74041363 74109518 PGM2L1 74031363 74119518
11 43577986 43878167 HSD17B12 43567986 43888167
11 74165886 74178774 KCNE3 74155886 74188774
11 121322912 121504402 SORL1 121312912 121514402
11 74202757 74204778 LIPT2 74192757 74214778
11 74204896 74380162 POLD3 74194896 74390162
11 43902361 43941816 ALKBH3 43892361 43951816
11 44069531 44081527 ACCSL 44059531 44091527
11 121986062 121986923 BLID 121976062 121996923
11 44087475 44105772 ACCS 44077475 44115772
11 122526383 122685181 UBASH3B 122516383 122695181
11 74407474 74442430 CHRDL2 74397474 74452430
11 74459913 74553458 RNF169 74449913 74563458
11 122709208 122743347 CRTAM 122699208 122753347
11 122848278 122852428 BSX 122838278 122862428
11 44117099 44266979 EXT2 44107099 44276979
11 74518784 74660245 XRRA1 74508784 74670245
11 122928197 122933938 HSPA8 122918197 122943938
11 44281994 44331716 ALX4 44271994 44341716
11 44585977 44641913 CD82 44575977 44651913
11 74660292 74690076 SPCS2 74650292 74700076
11 44748015 44953972 TSPAN18 44738015 44963972
11 74699179 74729938 NEU3 74689179 74739938
11 74799758 74800799 OR2AT4 74789758 74810799
11 122943035 123065989 CLMP 122933035 123075989
11 74811608 74917594 SLCO2B1 74801608 74927594
11 44907454 44972840 TP53I11 44897454 44982840
11 123396344 123498482 GRAMD1B 123386344 123508482
11 45115564 45247734 PRDM11 45105564 45257734
11 45261852 45307870 SYT13 45251852 45317870
11 74951950 74954742 TPBGL 74941950 74964742
11 74975226 75062873 ARRB1 74965226 75072873
11 123499895 123525952 SCN3B 123489895 123535952
11 45670427 45687172 CHST1 45660427 45697172
11 45825623 45834566 SLC35C1 45815623 45844566
11 45868669 45904798 CRY2 45858669 45914798
11 123594885 123612383 ZNF202 123584885 123622383
11 45907202 45928016 MAPK8IP1 45897202 45938016
11 123624196 123625253 OR6X1 123614196 123635253
11 123676043 123677095 OR6M1 123666043 123687095
11 123753633 123756349 TMEM225 123743633 123766349
11 45928085 45928833 C11orf94 45918085 45938833
11 123777109 123778183 OR8D4 123767109 123788183
11 123810250 123811344 OR4D5 123800250 123821344
11 123813492 123814580 OR6T1 123803492 123824580
11 123847368 123848488 OR10S1 123837368 123858488
11 123864870 123865868 OR10G6 123854870 123875868
11 123886282 123887217 OR10G4 123876282 123897217
11 123893720 123894655 OR10G9 123883720 123904655
11 45931220 45940363 PEX16 45921220 45950363
11 75110530 75133324 RPS3 75100530 75143324
11 123900297 123901341 OR10G8 123890297 123911341
11 123908773 123909717 OR10G7 123898773 123919717
11 123986069 124018428 VWA5A 123976069 124028428
11 45943172 45950647 GYLTL1B 45933172 45960647
11 75133438 75141674 KLHL35 75123438 75151674
11 124055923 124056952 OR10D3 124045923 124066952
11 124120423 124135763 OR8G1 124110423 124145763
11 124134723 124135763 OR8G5 124124723 124145763
11 124179708 124180733 OR8D1 124169708 124190733
11 124189134 124190184 OR8D2 124179134 124200184
11 45950871 46142985 PHF21A 45940871 46152985
11 124252291 124253258 OR8B2 124242291 124263258
